age,gender,education,marital-status,native-country,race,hours-per-week,capital-gain,workclass
40,Female,Assoc-voc,Divorced,United-States,White,32,0,Private
40,Female,Assoc-voc,Divorced,United-States,White,40,0,Private
40,Female,Assoc-voc,Divorced,United-States,White,40,0,Local-gov
40,Female,Assoc-voc,Married-civ-spouse,United-States,White,65,0,Federal-gov
40,Female,Assoc-voc,Married-civ-spouse,United-States,White,36,0,Private
40,Female,Assoc-voc,Married-civ-spouse,United-States,White,15,0,Self-emp-not-inc
40,Female,Assoc-voc,Never-married,United-States,Amer-Indian-Eskimo,40,0,Local-gov
40,Female,Assoc-voc,Never-married,United-States,White,50,0,Private
40,Female,Assoc-voc,Never-married,United-States,White,36,0,Private
40,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
40,Female,Assoc-voc,Never-married,United-States,White,24,0,Private
40,Female,Assoc-voc,Never-married,United-States,White,50,4687,Private
40,Female,Assoc-voc,Separated,United-States,White,40,0,Private
40,Female,Assoc-voc,Separated,United-States,White,60,0,Private
40,Female,Assoc-voc,Widowed,United-States,White,30,0,Private
40,Female,Bachelors,Divorced,England,White,40,8614,Local-gov
40,Female,Bachelors,Divorced,Philippines,Asian-Pac-Islander,40,0,Private
40,Female,Bachelors,Divorced,United-States,Amer-Indian-Eskimo,40,0,Local-gov
40,Female,Bachelors,Divorced,United-States,Black,40,0,Federal-gov
40,Female,Bachelors,Divorced,United-States,Black,40,0,State-gov
40,Female,Bachelors,Divorced,United-States,Black,32,0,State-gov
40,Female,Bachelors,Divorced,United-States,Black,40,0,Private
40,Female,Bachelors,Divorced,United-States,White,35,0,Local-gov
40,Female,Bachelors,Divorced,United-States,White,40,0,Private
40,Female,Bachelors,Divorced,United-States,White,38,0,Private
40,Female,Bachelors,Divorced,United-States,White,70,0,Local-gov
40,Female,Bachelors,Divorced,United-States,White,40,0,Private
40,Female,Bachelors,Divorced,United-States,White,20,0,Self-emp-not-inc
40,Female,Bachelors,Divorced,United-States,White,40,5455,Local-gov
40,Female,Bachelors,Divorced,United-States,White,45,0,Private
40,Female,Bachelors,Divorced,United-States,White,35,0,Private
40,Female,Bachelors,Divorced,United-States,White,20,0,Private
40,Female,Bachelors,Divorced,United-States,White,45,0,Private
40,Female,Bachelors,Divorced,United-States,White,40,10520,Private
40,Female,Bachelors,Divorced,United-States,White,40,0,Local-gov
40,Female,Bachelors,Married-civ-spouse,Japan,Asian-Pac-Islander,52,7688,Private
40,Female,Bachelors,Married-civ-spouse,Puerto-Rico,White,40,0,Private
40,Female,Bachelors,Married-civ-spouse,United-States,Black,40,0,State-gov
40,Female,Bachelors,Married-civ-spouse,United-States,White,20,0,State-gov
40,Female,Bachelors,Married-civ-spouse,United-States,White,20,0,Local-gov
40,Female,Bachelors,Married-civ-spouse,United-States,White,5,0,Private
40,Female,Bachelors,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Female,Bachelors,Married-civ-spouse,United-States,White,45,0,Private
40,Female,Bachelors,Married-civ-spouse,United-States,White,55,0,Self-emp-inc
40,Female,Bachelors,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Bachelors,Married-civ-spouse,United-States,White,20,0,Private
40,Female,Bachelors,Married-civ-spouse,United-States,White,24,0,Private
40,Female,Bachelors,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Bachelors,Married-spouse-absent,United-States,White,40,2174,Self-emp-not-inc
40,Female,Bachelors,Never-married,Columbia,White,40,0,Private
40,Female,Bachelors,Never-married,Philippines,Asian-Pac-Islander,48,0,Private
40,Female,Bachelors,Never-married,United-States,Black,40,2977,Private
40,Female,Bachelors,Never-married,United-States,Black,65,0,Private
40,Female,Bachelors,Never-married,United-States,Other,55,0,Private
40,Female,Bachelors,Never-married,United-States,White,40,0,Private
40,Female,Bachelors,Never-married,United-States,White,40,0,Local-gov
40,Female,Bachelors,Never-married,United-States,White,60,0,Private
40,Female,Bachelors,Never-married,United-States,White,50,0,Private
40,Female,Bachelors,Never-married,United-States,White,20,0,State-gov
40,Female,Bachelors,Never-married,United-States,White,48,4650,Private
40,Female,Bachelors,Never-married,United-States,White,40,0,Private
40,Female,Bachelors,Never-married,United-States,White,45,0,Federal-gov
40,Female,Bachelors,Never-married,United-States,White,45,0,Local-gov
40,Female,Bachelors,Never-married,United-States,White,40,0,Private
40,Female,Bachelors,Never-married,United-States,White,45,14344,Private
40,Female,Bachelors,Never-married,United-States,White,60,0,Private
40,Female,Bachelors,Never-married,United-States,White,40,0,Private
40,Female,Bachelors,Never-married,United-States,White,45,0,Self-emp-inc
40,Female,Bachelors,Never-married,United-States,White,45,0,Private
40,Female,Bachelors,Never-married,United-States,White,60,0,Private
40,Female,Bachelors,Never-married,United-States,White,55,0,Private
40,Female,Bachelors,Never-married,United-States,White,40,0,Private
40,Female,Bachelors,Never-married,United-States,White,45,0,Private
40,Female,Bachelors,Never-married,United-States,White,40,0,State-gov
40,Female,Bachelors,Widowed,United-States,White,40,0,Private
40,Female,Doctorate,Married-civ-spouse,United-States,White,20,0,Private
40,Female,Doctorate,Married-civ-spouse,United-States,White,30,0,Private
40,Female,Doctorate,Never-married,United-States,Black,40,0,State-gov
40,Female,HS-grad,Divorced,England,White,45,0,Private
40,Female,HS-grad,Divorced,Japan,Asian-Pac-Islander,40,0,Private
40,Female,HS-grad,Divorced,Mexico,White,48,0,Private
40,Female,HS-grad,Divorced,Philippines,White,40,0,Federal-gov
40,Female,HS-grad,Divorced,Puerto-Rico,White,40,0,Local-gov
40,Female,HS-grad,Divorced,United-States,Black,40,0,Private
40,Female,HS-grad,Divorced,United-States,Black,40,0,Private
40,Female,HS-grad,Divorced,United-States,Black,28,0,Private
40,Female,HS-grad,Divorced,United-States,Black,52,0,Federal-gov
40,Female,HS-grad,Divorced,United-States,Black,40,0,Private
40,Female,HS-grad,Divorced,United-States,Black,48,0,State-gov
40,Female,HS-grad,Divorced,United-States,White,25,0,Private
40,Female,HS-grad,Divorced,United-States,White,38,0,Private
40,Female,HS-grad,Divorced,United-States,White,60,0,Private
40,Female,HS-grad,Divorced,United-States,White,50,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,32,0,Private
40,Female,HS-grad,Divorced,United-States,White,48,0,Private
40,Female,HS-grad,Divorced,United-States,White,32,0,Private
40,Female,HS-grad,Divorced,United-States,White,30,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,35,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,30,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,50,0,Self-emp-not-inc
40,Female,HS-grad,Divorced,United-States,White,50,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Self-emp-not-inc
40,Female,HS-grad,Divorced,United-States,White,36,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,22,0,Federal-gov
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,50,0,Local-gov
40,Female,HS-grad,Divorced,United-States,White,52,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,32,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,United-States,White,40,0,Private
40,Female,HS-grad,Divorced,Vietnam,White,40,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,Amer-Indian-Eskimo,40,0,Local-gov
40,Female,HS-grad,Married-civ-spouse,United-States,Black,32,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,Black,75,0,Local-gov
40,Female,HS-grad,Married-civ-spouse,United-States,White,12,4064,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,12,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,30,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,0,State-gov
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,24,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,7298,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,20,5013,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,30,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,20,0,Federal-gov
40,Female,HS-grad,Married-civ-spouse,United-States,White,45,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,24,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,45,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,45,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,46,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,5178,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,35,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,40,0,Private
40,Female,HS-grad,Married-civ-spouse,United-States,White,30,0,Private
40,Female,HS-grad,Married-spouse-absent,United-States,White,40,0,Private
40,Female,HS-grad,Married-spouse-absent,United-States,White,40,0,Private
40,Female,HS-grad,Married-spouse-absent,United-States,White,38,0,Private
40,Female,HS-grad,Never-married,Honduras,Black,40,0,Private
40,Female,HS-grad,Never-married,United-States,Black,40,0,Private
40,Female,HS-grad,Never-married,United-States,Black,35,0,Private
40,Female,HS-grad,Never-married,United-States,Black,40,0,Private
40,Female,HS-grad,Never-married,United-States,Black,40,0,Federal-gov
40,Female,HS-grad,Never-married,United-States,Black,40,0,Private
40,Female,HS-grad,Never-married,United-States,Black,35,0,Local-gov
40,Female,HS-grad,Never-married,United-States,Black,40,0,Local-gov
40,Female,HS-grad,Never-married,United-States,White,70,0,Private
40,Female,HS-grad,Never-married,United-States,White,50,0,Private
40,Female,HS-grad,Never-married,United-States,White,40,0,Local-gov
40,Female,HS-grad,Never-married,United-States,White,40,0,Private
40,Female,HS-grad,Never-married,United-States,White,45,0,Private
40,Female,HS-grad,Never-married,United-States,White,40,0,Private
40,Female,HS-grad,Never-married,United-States,White,65,0,Self-emp-inc
40,Female,HS-grad,Never-married,United-States,White,40,0,Private
40,Female,HS-grad,Never-married,United-States,White,40,0,Private
40,Female,HS-grad,Never-married,United-States,White,35,0,Private
40,Female,HS-grad,Never-married,United-States,White,45,0,Private
40,Female,HS-grad,Never-married,United-States,White,45,0,Private
40,Female,HS-grad,Never-married,United-States,White,38,6849,Private
40,Female,HS-grad,Never-married,United-States,White,35,0,Private
40,Female,HS-grad,Never-married,United-States,White,40,0,Private
40,Female,HS-grad,Separated,Canada,White,40,0,Private
40,Female,HS-grad,Separated,Jamaica,Black,40,0,Private
40,Female,HS-grad,Separated,United-States,Black,40,0,Private
40,Female,HS-grad,Separated,United-States,Black,40,0,Private
40,Female,HS-grad,Separated,United-States,Black,25,0,Private
40,Female,HS-grad,Separated,United-States,Black,40,0,Private
40,Female,HS-grad,Separated,United-States,Black,40,0,Private
40,Female,HS-grad,Separated,United-States,White,40,0,Private
40,Female,HS-grad,Separated,United-States,White,40,0,Private
40,Female,HS-grad,Separated,United-States,White,60,8614,Private
40,Female,HS-grad,Separated,United-States,White,37,0,Private
40,Female,HS-grad,Separated,United-States,White,45,0,Private
40,Female,HS-grad,Separated,United-States,White,47,0,Private
40,Female,HS-grad,Separated,United-States,White,25,0,Private
40,Female,HS-grad,Separated,United-States,White,40,0,Private
40,Female,HS-grad,Widowed,United-States,Black,37,0,Private
40,Female,HS-grad,Widowed,United-States,Black,40,0,Private
40,Female,HS-grad,Widowed,United-States,White,40,0,Private
40,Female,HS-grad,Widowed,United-States,White,40,0,Private
40,Female,HS-grad,Widowed,United-States,White,30,0,Private
40,Female,HS-grad,Widowed,United-States,White,25,0,Private
40,Female,Masters,Divorced,England,White,50,0,Private
40,Female,Masters,Divorced,United-States,White,44,0,Local-gov
40,Female,Masters,Divorced,United-States,White,50,0,Local-gov
40,Female,Masters,Divorced,United-States,White,38,0,Private
40,Female,Masters,Divorced,United-States,White,20,0,State-gov
40,Female,Masters,Divorced,United-States,White,45,0,Self-emp-not-inc
40,Female,Masters,Divorced,United-States,White,45,0,State-gov
40,Female,Masters,Divorced,United-States,White,40,1506,State-gov
40,Female,Masters,Married-civ-spouse,Canada,White,50,15024,Private
40,Female,Masters,Married-civ-spouse,China,Asian-Pac-Islander,38,0,State-gov
40,Female,Masters,Married-civ-spouse,Iran,White,30,15024,Self-emp-inc
40,Female,Masters,Married-civ-spouse,United-States,Black,36,0,Local-gov
40,Female,Masters,Married-civ-spouse,United-States,White,37,15024,State-gov
40,Female,Masters,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Female,Masters,Married-civ-spouse,United-States,White,24,15024,Private
40,Female,Masters,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Female,Masters,Married-civ-spouse,United-States,White,60,0,Private
40,Female,Masters,Never-married,United-States,White,40,3325,Private
40,Female,Masters,Never-married,United-States,White,40,0,Private
40,Female,Masters,Never-married,United-States,White,40,0,Private
40,Female,Masters,Never-married,United-States,White,40,0,Local-gov
40,Female,Masters,Never-married,United-States,White,45,0,Private
40,Female,Masters,Never-married,United-States,White,35,0,State-gov
40,Female,Masters,Never-married,United-States,White,40,0,Local-gov
40,Female,Masters,Never-married,United-States,White,40,0,Federal-gov
40,Female,Masters,Never-married,United-States,White,55,0,Private
40,Female,Masters,Never-married,United-States,White,55,14084,Federal-gov
40,Female,Masters,Never-married,United-States,White,40,0,Private
40,Female,Masters,Never-married,United-States,White,40,0,Private
40,Female,Masters,Never-married,United-States,White,35,0,Local-gov
40,Female,Masters,Separated,United-States,White,20,0,Self-emp-not-inc
40,Female,Masters,Widowed,United-States,Asian-Pac-Islander,50,0,Private
40,Female,Preschool,Never-married,United-States,White,20,0,Private
40,Female,Prof-school,Divorced,United-States,White,35,0,Self-emp-not-inc
40,Female,Prof-school,Married-civ-spouse,China,Asian-Pac-Islander,40,0,Private
40,Female,Prof-school,Married-civ-spouse,Philippines,Asian-Pac-Islander,40,0,Private
40,Female,Prof-school,Married-civ-spouse,United-States,White,30,15024,Private
40,Female,Prof-school,Married-civ-spouse,United-States,White,40,15024,Self-emp-not-inc
40,Female,Prof-school,Never-married,Cuba,White,40,0,Private
40,Female,Prof-school,Never-married,United-States,White,50,14084,Private
40,Female,Prof-school,Never-married,United-States,White,40,0,State-gov
40,Female,Prof-school,Separated,United-States,Black,40,0,Local-gov
40,Female,Some-college,Divorced,England,White,40,0,Private
40,Female,Some-college,Divorced,United-States,Amer-Indian-Eskimo,84,0,Private
40,Female,Some-college,Divorced,United-States,Asian-Pac-Islander,40,0,Private
40,Female,Some-college,Divorced,United-States,Black,40,0,Private
40,Female,Some-college,Divorced,United-States,Black,40,0,Federal-gov
40,Female,Some-college,Divorced,United-States,Black,55,0,Private
40,Female,Some-college,Divorced,United-States,Black,40,0,Private
40,Female,Some-college,Divorced,United-States,Black,40,0,Private
40,Female,Some-college,Divorced,United-States,Black,30,0,Private
40,Female,Some-college,Divorced,United-States,Black,35,0,State-gov
40,Female,Some-college,Divorced,United-States,Black,38,0,Private
40,Female,Some-college,Divorced,United-States,Black,35,0,State-gov
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,44,0,Private
40,Female,Some-college,Divorced,United-States,White,24,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,State-gov
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,48,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,20,0,Private
40,Female,Some-college,Divorced,United-States,White,39,0,Private
40,Female,Some-college,Divorced,United-States,White,30,0,Private
40,Female,Some-college,Divorced,United-States,White,48,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,38,0,Self-emp-not-inc
40,Female,Some-college,Divorced,United-States,White,50,0,Federal-gov
40,Female,Some-college,Divorced,United-States,White,40,914,Private
40,Female,Some-college,Divorced,United-States,White,30,1831,Private
40,Female,Some-college,Divorced,United-States,White,40,0,Private
40,Female,Some-college,Divorced,United-States,White,38,0,State-gov
40,Female,Some-college,Married-civ-spouse,Dominican-Republic,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,Puerto-Rico,Black,40,0,Private
40,Female,Some-college,Married-civ-spouse,Scotland,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,35,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,36,0,Local-gov
40,Female,Some-college,Married-civ-spouse,United-States,White,45,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,7688,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,17,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,35,0,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Self-emp-not-inc
40,Female,Some-college,Married-civ-spouse,United-States,White,40,7298,Private
40,Female,Some-college,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Female,Some-college,Never-married,United-States,Amer-Indian-Eskimo,35,2977,Local-gov
40,Female,Some-college,Never-married,United-States,Black,40,0,Private
40,Female,Some-college,Never-married,United-States,Black,40,0,Private
40,Female,Some-college,Never-married,United-States,Black,45,0,Private
40,Female,Some-college,Never-married,United-States,Black,40,0,Private
40,Female,Some-college,Never-married,United-States,Black,49,0,State-gov
40,Female,Some-college,Never-married,United-States,White,40,0,Private
40,Female,Some-college,Never-married,United-States,White,40,0,Federal-gov
40,Female,Some-college,Never-married,United-States,White,40,0,Private
40,Female,Some-college,Never-married,United-States,White,40,0,Federal-gov
40,Female,Some-college,Never-married,United-States,White,38,0,State-gov
40,Female,Some-college,Never-married,United-States,White,40,0,Private
40,Female,Some-college,Never-married,United-States,White,50,0,Federal-gov
40,Female,Some-college,Never-married,United-States,White,50,0,Private
40,Female,Some-college,Never-married,United-States,White,44,0,Private
40,Female,Some-college,Never-married,United-States,White,40,0,Private
40,Female,Some-college,Never-married,United-States,White,40,0,Private
40,Female,Some-college,Separated,United-States,Amer-Indian-Eskimo,40,0,Private
40,Female,Some-college,Separated,United-States,White,40,0,Private
40,Female,Some-college,Separated,United-States,White,8,0,Private
40,Female,Some-college,Separated,United-States,White,20,0,Private
40,Female,Some-college,Separated,United-States,White,40,0,Private
40,Female,Some-college,Separated,United-States,White,60,0,Private
40,Female,Some-college,Separated,United-States,White,32,0,Private
40,Female,Some-college,Separated,United-States,White,45,0,Private
40,Female,Some-college,Separated,United-States,White,40,0,Private
40,Female,Some-college,Separated,United-States,White,40,0,Private
40,Male,10th,Divorced,United-States,Amer-Indian-Eskimo,40,0,Private
40,Male,10th,Divorced,United-States,White,40,0,Private
40,Male,10th,Divorced,United-States,White,40,0,Private
40,Male,10th,Divorced,United-States,White,40,0,Private
40,Male,10th,Divorced,United-States,White,50,0,Private
40,Male,10th,Married-civ-spouse,United-States,Black,40,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,50,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,50,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,10th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,10th,Never-married,United-States,Black,55,0,Private
40,Male,10th,Never-married,United-States,White,40,0,Private
40,Male,10th,Separated,United-States,White,35,0,Private
40,Male,11th,Married-civ-spouse,Mexico,White,45,0,Private
40,Male,11th,Married-civ-spouse,Puerto-Rico,White,40,0,Private
40,Male,11th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,11th,Married-civ-spouse,United-States,White,50,0,Private
40,Male,11th,Married-civ-spouse,United-States,White,20,15024,Self-emp-inc
40,Male,11th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,11th,Married-civ-spouse,United-States,White,55,0,Private
40,Male,11th,Married-civ-spouse,United-States,White,30,0,Private
40,Male,11th,Never-married,United-States,White,35,0,Private
40,Male,11th,Never-married,United-States,White,40,0,Private
40,Male,11th,Separated,United-States,Black,36,0,Private
40,Male,12th,Divorced,United-States,White,40,0,Private
40,Male,12th,Divorced,United-States,White,40,0,Private
40,Male,12th,Married-civ-spouse,Cuba,White,40,0,Private
40,Male,12th,Married-civ-spouse,Jamaica,Black,40,0,Private
40,Male,12th,Married-civ-spouse,Jamaica,Black,40,0,Private
40,Male,12th,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Male,12th,Married-civ-spouse,United-States,White,50,0,Private
40,Male,1st-4th,Married-civ-spouse,Mexico,Other,40,0,Private
40,Male,1st-4th,Never-married,El-Salvador,White,45,0,Private
40,Male,5th-6th,Married-civ-spouse,Guatemala,Other,8,0,Self-emp-not-inc
40,Male,5th-6th,Married-civ-spouse,Mexico,Other,40,4064,Private
40,Male,5th-6th,Married-civ-spouse,Mexico,White,10,0,Self-emp-not-inc
40,Male,5th-6th,Married-civ-spouse,Mexico,White,30,0,Private
40,Male,5th-6th,Married-civ-spouse,Mexico,White,40,0,Private
40,Male,5th-6th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,7th-8th,Married-civ-spouse,Cambodia,Asian-Pac-Islander,42,0,Private
40,Male,7th-8th,Married-civ-spouse,El-Salvador,White,40,0,Private
40,Male,7th-8th,Married-civ-spouse,Mexico,White,40,0,Private
40,Male,7th-8th,Married-civ-spouse,Mexico,White,40,0,Private
40,Male,7th-8th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,7th-8th,Married-civ-spouse,United-States,White,72,0,Self-emp-not-inc
40,Male,7th-8th,Married-civ-spouse,United-States,White,30,0,Private
40,Male,7th-8th,Married-civ-spouse,United-States,White,40,4064,Private
40,Male,7th-8th,Married-civ-spouse,United-States,White,60,0,Private
40,Male,7th-8th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,7th-8th,Never-married,United-States,White,20,0,Private
40,Male,7th-8th,Never-married,United-States,White,40,0,Private
40,Male,9th,Divorced,United-States,White,30,0,Private
40,Male,9th,Divorced,United-States,White,40,5455,Private
40,Male,9th,Married-civ-spouse,Mexico,White,40,0,Private
40,Male,9th,Married-civ-spouse,United-States,White,40,0,Private
40,Male,9th,Married-civ-spouse,United-States,White,40,0,Self-emp-not-inc
40,Male,9th,Never-married,United-States,Black,49,0,Private
40,Male,9th,Never-married,United-States,Black,40,0,Private
40,Male,9th,Never-married,United-States,White,45,0,Private
40,Male,9th,Separated,United-States,Black,40,0,State-gov
40,Male,Assoc-acdm,Divorced,United-States,White,50,8614,Local-gov
40,Male,Assoc-acdm,Divorced,United-States,White,30,0,Self-emp-not-inc
40,Male,Assoc-acdm,Divorced,United-States,White,40,0,Private
40,Male,Assoc-acdm,Divorced,United-States,White,50,0,Private
40,Male,Assoc-acdm,Divorced,United-States,White,45,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,50,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,60,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,State-gov
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,60,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,50,15024,Self-emp-inc
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,50,7688,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,60,0,Self-emp-not-inc
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,50,0,Self-emp-not-inc
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,44,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,52,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Federal-gov
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Local-gov
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,65,0,Self-emp-inc
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,50,0,Self-emp-inc
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,36,7298,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,60,0,Self-emp-not-inc
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,55,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,60,0,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,40,7688,Private
40,Male,Assoc-acdm,Married-civ-spouse,United-States,White,42,0,Private
40,Male,Assoc-acdm,Never-married,United-States,Black,40,0,Private
40,Male,Assoc-acdm,Never-married,United-States,White,40,0,Private
40,Male,Assoc-acdm,Never-married,United-States,White,25,0,Private
40,Male,Assoc-acdm,Never-married,United-States,White,80,0,Private
40,Male,Assoc-acdm,Never-married,United-States,White,40,0,Local-gov
40,Male,Assoc-acdm,Separated,Outlying-US(Guam-USVI-etc),White,40,0,Private
40,Male,Assoc-voc,Divorced,United-States,White,50,13550,Private
40,Male,Assoc-voc,Divorced,United-States,White,40,3325,Private
40,Male,Assoc-voc,Divorced,United-States,White,40,0,Private
40,Male,Assoc-voc,Divorced,United-States,White,50,0,Private
40,Male,Assoc-voc,Divorced,United-States,White,50,0,Private
40,Male,Assoc-voc,Married-civ-spouse,Philippines,Asian-Pac-Islander,40,0,Private
40,Male,Assoc-voc,Married-civ-spouse,United-States,Asian-Pac-Islander,40,0,Private
40,Male,Assoc-voc,Married-civ-spouse,United-States,Black,40,0,Private
40,Male,Assoc-voc,Married-civ-spouse,United-States,Black,45,0,Private
40,Male,Assoc-voc,Married-civ-spouse,United-States,Black,30,0,State-gov
40,Male,Assoc-voc,Married-civ-spouse,United-States,White,40,0,Self-emp-not-inc
40,Male,Assoc-voc,Married-civ-spouse,United-States,White,15,0,Private
